"id","subc_id","awcts_min","awcts_max","awcts_mean","awcts_sd","clyppt_min","clyppt_max","clyppt_mean","clyppt_sd","sndppt_min","sndppt_max","sndppt_mean","sndppt_sd","sltppt_min","sltppt_max","sltppt_mean","sltppt_sd","wwp_min","wwp_max","wwp_mean","wwp_sd","orcdrc_min","orcdrc_max","orcdrc_mean","orcdrc_sd","phihox_min","phihox_max","phihox_mean","phihox_sd","bldfie_min","bldfie_max","bldfie_mean","bldfie_sd","cecsol_min","cecsol_max","cecsol_mean","cecsol_sd","crfvol_min","crfvol_max","crfvol_mean","crfvol_sd","acdwrb_min","acdwrb_max","acdwrb_mean","acdwrb_sd","bdricm_min","bdricm_max","bdricm_mean","bdricm_sd","bdrlog_min","bdrlog_max","bdrlog_mean","bdrlog_sd","histpr_min","histpr_max","histpr_mean","histpr_sd","slgwrb_min","slgwrb_max","slgwrb_mean","slgwrb_sd"
4058520436,506510279,40,42,41,0.8315,15,24,22,1.6254,52,64,54.6173,2.2198,20,27,23.5062,1.686,17,22,20.716,1.009,46,74,62.1728,9.4317,64,68,66.3827,1.1393,1425,1500,1453.2222,21.0678,20,27,24.8025,1.6057,7,8,7.7654,0.4237,0,1,0.963,0.1889,200,200,200,0,0,6,2.716,1.5173,3,8,5.0617,1.6876,0,0,0,0
4058579778,508556173,40,40,40,0,17,20,18.7692,1.12,40,43,41.0769,0.997,39,42,40.3846,1.2114,21,21,21,0,9,12,10.4615,1.2163,67,70,68.4615,1.0824,1472,1481,1477.0769,2.9211,19,22,20.4615,1.2779,11,13,11.7692,0.6966,0,1,0.0769,0.2665,200,200,200,0,0,4,2.0769,1.6853,0,1,0.6923,0.4615,0,0,0,0
4058461558,507225030,39,41,40.141,0.3831,11,17,14.4615,2.2112,55,68,60.9103,3.7044,20,28,24.5256,2.011,13,18,15.9359,1.4263,16,31,24.9359,4.2133,61,68,65.1026,1.8508,1424,1473,1456.9231,12.1008,11,17,14.6538,1.7747,7,10,8.4231,0.6891,0,1,0.8205,0.3838,200,200,200,0,5,12,7.0769,1.6312,0,3,1.8462,1.0137,0,0,0,0
4058505941,508617193,38,39,38.9524,0.213,19,22,20.619,1.1329,32,43,36.619,3.592,38,46,42.8571,2.5314,20,21,20.7143,0.4518,8,12,9.619,1.2141,60,62,61.5238,0.794,1498,1528,1515.4286,8.8993,13,15,13.9048,0.9712,17,18,17.9524,0.213,1,1,1,0,200,200,200,0,9,13,12.1905,1.0519,1,3,1.5714,0.7911,0,0,0,0
4058564688,507417958,38,38,38,0,12,14,13,1,52,55,53.8,0.9798,32,34,33,0.6325,16,17,16.2,0.4,9,11,10,0.6325,64,67,64.9,1.1358,1516,1523,1519.5,2.6173,10,11,10.7,0.4583,8,8,8,0,1,1,1,0,200,200,200,0,3,7,4.7,1.7349,5,6,5.5,0.5,0,0,0,0
4058531385,506867212,38,45,40.1053,1.7739,13,15,14.3684,0.5813,60,68,62.3158,2.6168,19,26,23.3158,2.8107,14,16,15.5263,0.5955,21,50,31.6316,6.784,60,63,61.8947,0.9116,1309,1508,1460.842,54.2977,12,14,13.1053,0.4466,6,9,7.9474,1.05,1,1,1,0,200,200,200,0,5,9,6.8947,0.9676,6,7,6.3684,0.4824,0,0,0,0
4058609029,507762112,37,39,37.9643,0.3254,6,10,8.4643,1.0516,76,80,77.25,1.0564,13,15,13.9643,0.3254,8,11,9.8571,0.7423,7,11,10.1429,1.3553,60,62,61,0.5345,1486,1524,1503.2144,14.4627,7,11,9.6071,1.1753,7,9,8,0.378,1,1,1,0,200,200,200,0,2,8,4.1071,1.8193,2,4,3.25,0.7849,0,0,0,0
4058550362,507806698,37,38,37.1875,0.3903,9,11,10.1875,0.7262,70,77,73.875,1.7275,14,19,16.25,1.4361,10,13,11.1875,0.7262,14,16,14.9375,0.6585,57,60,57.6875,0.9164,1514,1528,1520,4.8862,9,10,9.75,0.433,8,9,8.5,0.5,1,1,1,0,200,200,200,0,0,6,1.625,1.691,5,9,8.375,1.111,0,0,0,0
4058476680,507799687,37,38,37.5,0.5,10,11,10.5,0.5,72,74,73,1,16,17,16.5,0.5,12,13,12.5,0.5,16,33,24.5,8.5,61,61,61,0,1502,1520,1511,9,14,14,14,0,5,5,5,0,1,1,1,0,200,200,200,0,10,11,10.5,0.5,2,4,3,1,0,0,0,0
4058613578,507660353,39,39,39,0,19,20,19.7857,0.4103,36,43,38.6429,2.091,38,43,40.9286,1.5336,20,20,20,0,13,17,15.1429,1.7261,60,63,61.8571,0.6389,1488,1512,1502.143,5.9744,11,13,11.7857,0.6739,8,10,8.7143,0.589,1,1,1,0,200,200,200,0,8,13,11.9286,1.3344,4,5,4.1429,0.3499,0,0,0,0
4058495259,508366579,39,41,40.5556,0.747,17,20,18.9333,0.7424,34,40,37.8667,1.6138,40,46,43,1.4606,20,21,20.8444,0.3624,12,22,16.3778,2.8619,52,56,54.0222,1.2381,1434,1495,1449.289,17.0393,11,13,11.8444,0.6309,23,25,23.4889,0.5425,2,2,2,0,200,200,200,0,14,31,22.0667,5.7712,1,3,1.9111,0.5896,0,0,0,0
4058567038,508944014,39,40,39.25,0.433,20,20,20,0,40,43,42,0.866,37,40,38,0.866,21,21,21,0,10,15,13.125,1.4524,62,63,62.25,0.433,1485,1497,1492.125,4.226,17,17,17,0,16,17,16.375,0.4841,1,1,1,0,200,200,200,0,0,3,1,1.3229,0,1,0.875,0.3307,0,0,0,0
4058558992,506571515,41,45,43.6667,1.8856,20,20,20,0,59,61,59.6667,0.9428,20,21,20.6667,0.4714,19,20,19.6667,0.4714,72,75,73,1.4142,59,62,61,1.4142,1328,1437,1364.3333,51.3831,20,21,20.6667,0.4714,8,9,8.6667,0.4714,1,1,1,0,200,200,200,0,0,0,0,0,9,9,9,0,0,0,0,0
4058565032,508504396,39,41,40.4483,0.6207,16,19,17.6207,1.0959,44,48,45.9655,1.5196,35,38,36.4483,0.968,19,20,19.8276,0.3777,10,28,20,6.838,61,63,61.8276,0.746,1442,1483,1454.6207,10.4565,13,16,14.7586,0.6775,18,22,19.8276,1.0527,1,1,1,0,200,200,200,0,14,24,19.8966,3.0097,2,4,2.7586,0.5666,0,0,0,0
4058453117,506404415,40,40,40,0,15,17,15.5,0.866,52,59,56.25,2.5372,26,31,28.25,1.854,17,18,17.25,0.433,30,39,36.5,2.7839,60,63,61.25,1.0897,1457,1480,1470.375,6.102,13,14,13.75,0.433,8,9,8.625,0.4841,1,1,1,0,200,200,200,0,5,10,7.5,2.2913,7,10,9,1,0,0,0,0
4058576975,508180265,36,38,37.4254,0.5378,11,17,14.2313,1.3654,51,65,56.1567,4.035,24,34,29.9851,2.985,14,18,16.1119,0.9671,5,14,9.209,2.3755,57,64,60.9552,1.8763,1525,1556,1537.4926,6.7379,9,13,10.709,0.9987,8,10,8.7239,0.565,1,2,1.0075,0.0861,200,200,200,0,4,14,7.0896,2.5081,2,9,3.5597,1.401,0,0,0,0
4058584343,508669801,38,39,38.0986,0.2981,18,22,19.9155,1.0713,30,42,36.2113,3.427,39,49,44.1408,2.7285,19,21,19.9718,0.6494,7,12,9.8873,1.2167,63,67,64.0845,1.3295,1524,1554,1533.2676,9.9264,11,13,12.4085,0.6184,13,16,15.1972,0.5206,0,1,0.8873,0.3162,200,200,200,0,2,12,6.8451,3.6566,1,5,2.8873,1.2509,0,0,0,0
4058526033,506810809,38,38,38,0,9,13,11,0.8528,67,72,70.7273,1.6006,17,22,18.1818,1.5266,12,14,12.4545,0.6556,14,30,19.5455,4.098,58,61,60.1818,0.8332,1503,1516,1509.4545,4.54,10,14,11.4545,0.9875,6,8,6.1818,0.575,1,1,1,0,200,200,200,0,1,4,2.1818,1.1923,5,6,5.0909,0.2875,0,0,0,0
4058574059,508263368,39,40,39.4615,0.4985,18,21,19.1538,1.0987,36,38,37.3846,0.8356,43,46,43.7692,0.8904,20,21,20.1538,0.3608,8,14,10.6923,1.8557,64,68,65.1538,1.0987,1484,1509,1495.0769,10.2766,12,15,13.3077,0.8213,10,14,12.5385,1.3368,0,1,0.9231,0.2665,200,200,200,0,1,8,4.6923,2.7564,2,4,3.4615,0.8427,0,0,0,0
4058494171,508815138,37,38,37.9302,0.2548,18,23,20.8372,1.4616,41,51,45.6977,2.52,31,40,33.6512,2.852,18,20,19.4186,0.6899,5,11,6.7442,1.1226,65,68,67.1628,0.6796,1531,1549,1539.4186,4.5558,14,16,15.0233,0.5052,8,9,8.5349,0.4988,0,1,0.1163,0.3206,200,200,200,0,7,11,8.7209,1.245,1,3,2.3721,0.5715,0,0,0,0
4058490398,508239837,40,42,40.2308,0.5292,24,28,25.7692,0.9188,25,36,29.1795,3.4779,40,48,44.9487,2.6404,22,23,22.0513,0.2206,6,11,8.1538,1.3875,64,67,65.5128,0.7115,1460,1503,1489.4872,9.8836,14,17,16.1795,0.7803,14,17,15.9744,0.6597,0,1,0.7436,0.4367,200,200,200,0,1,7,3.359,2.2925,1,4,1.4872,0.9302,0,0,0,0
4058515082,506711780,38,40,38.3846,0.6249,6,8,7.1538,0.8635,80,86,83.5385,1.946,8,11,9.4615,1.0088,8,10,9.1538,0.8635,38,50,44.9231,4.9062,57,58,57.6154,0.4865,1446,1486,1478.3077,10.0413,11,12,11.6923,0.4615,6,6,6,0,1,1,1,0,200,200,200,0,0,7,0.7692,1.8462,8,13,10.4615,1.7372,0,0,0,0
4058463558,508189250,41,42,41.9,0.3,15,20,16.45,1.2835,38,42,40.9,1.2207,42,44,42.65,0.7921,20,21,20.95,0.2179,23,50,34.25,10.3917,54,57,55.65,0.9631,1389,1451,1407,15.6684,12,14,13.1,0.7,22,33,23.55,2.3125,1,2,1.65,0.477,200,200,200,0,14,25,18.35,2.5353,1,4,2.65,0.9097,0,0,0,0
4058626284,507623822,39,42,40.3284,0.7801,17,21,19.3134,0.8675,31,42,34.8806,3.16,40,50,46.1045,2.4503,19,21,20.3284,0.6322,7,16,11.8358,1.9895,62,67,64.9851,1.0858,1427,1512,1474.7612,20.2441,11,14,12.2388,0.8825,9,11,10.1791,0.5711,0,1,0.9851,0.1213,200,200,200,0,1,9,4.9552,1.8802,4,7,5.4627,0.7596,0,0,0,0
4058584871,509302192,37,37,37,0,9,13,9.9167,1.6051,65,74,71,3.1885,17,22,19.0833,1.8008,11,14,11.75,1.1637,10,15,13.5833,1.1873,61,62,61.4167,0.493,1531,1552,1536.25,7.639,10,11,10.8333,0.3727,6,7,6.5833,0.493,1,1,1,0,200,200,200,0,9,12,11.0833,0.7592,4,7,5.9167,0.6401,0,0,0,0
4058592641,507540377,39,40,39.4366,0.496,17,20,18.3944,0.6386,47,53,50.9577,1.7477,29,35,30.6901,1.43,18,19,18.0423,0.2012,8,27,15.0845,4.2018,69,74,71.7465,1.6161,1495,1514,1502.4225,5.5225,13,16,15.0282,0.7115,6,9,7.5915,0.5952,0,0,0,0,200,200,200,0,1,5,2.1127,0.7608,2,5,4.0423,0.5676,0,0,0,0
4058634984,508280090,40,41,40.5417,0.4983,24,27,26.0833,1.2219,22,32,25.3125,3.5482,43,51,48.8125,2.7436,21,23,22.2708,0.6034,10,14,11.4792,1.6329,68,70,69.1042,0.7141,1475,1512,1491.2292,12.9908,16,17,16.2292,0.4203,12,14,13.2708,0.6034,0,0,0,0,200,200,200,0,1,12,6.2083,3.7747,2,3,2.6458,0.4783,0,0,0,0
4058452973,506438847,38,39,38.4444,0.4969,8,11,9.9444,0.848,73,79,76.1111,2.2083,13,16,14.3889,1.1125,10,13,11.3333,1.1055,46,61,53.5556,4.7635,55,58,56.5556,1.0657,1459,1498,1484.3889,13.6672,10,15,11.5556,2.166,8,9,8.9444,0.2291,1,2,1.6111,0.4875,200,200,200,0,1,5,3.5556,1.3426,9,11,9.6111,0.7556,0,0,0,0
4058474084,508545942,38,39,38.1538,0.3608,13,15,14.5,0.6651,51,56,54.2885,1.2761,29,34,31.2308,1.2028,17,19,18,0.3397,10,23,14.7692,3.7958,48,50,49.4231,0.5666,1484,1520,1498.4038,8.1436,10,14,12.9615,1.1087,12,16,14,0.7338,3,3,3,0,194,200,199.7692,1.1538,20,38,27.1538,3.9046,1,4,2.0962,0.838,0,0,0,0
4058532561,508658416,40,42,40.7778,0.7857,17,20,18.4444,0.6849,41,43,41.8889,0.5666,39,41,39.8519,0.5903,20,21,20.1111,0.3143,11,25,17.2963,4.89,58,60,58.5926,0.7333,1418,1463,1439.9259,15.4894,12,14,13,0.9428,18,20,18.5926,0.7333,1,1,1,0,200,200,200,0,12,19,15.7037,2.5649,2,5,3.7778,0.9162,0,0,0,0
4058494382,508981430,39,41,39.8143,0.5926,24,28,26.0571,1.3404,31,37,34.7714,1.6228,36,43,39.5143,1.3601,21,22,21.3429,0.4747,7,15,9.0857,1.2392,68,72,70.1714,0.9407,1489,1523,1512.7856,9.6227,14,17,15.2,0.9196,10,13,11.9571,0.8183,0,0,0,0,200,200,200,0,4,13,7.9429,1.6893,1,4,2.0429,0.7641,0,0,0,0
4058549629,506539304,38,39,38.9459,0.2261,13,16,14.6757,0.6598,55,60,57.6757,1.6284,26,29,27.2973,1.2491,15,17,15.8649,0.4743,25,48,34.2162,6.5929,61,64,62.6757,0.9021,1495,1508,1500.1622,4.2395,9,12,10.2162,0.7402,8,10,8.6486,0.7431,1,1,1,0,200,200,200,0,4,10,7.0541,1.4322,3,6,4,0.8054,0,0,0,0
4058486834,509708645,39,39,39,0,17,19,17.5714,0.6227,42,46,44.1429,1.3015,37,39,38.4286,0.9035,19,20,19.0714,0.2575,14,21,15.2857,1.8681,57,61,58.5,0.982,1484,1498,1493.143,4.1033,10,12,11.2857,0.6999,15,17,15.6429,0.895,1,1,1,0,200,200,200,0,5,9,7,1.1339,3,4,3.6429,0.4792,0,0,0,0
4058609507,508583916,38,40,38.9107,0.4341,21,24,22.9464,1.0423,19,26,21.3036,1.8701,52,58,55.8571,1.2738,21,22,21.1607,0.3673,3,8,6.1071,1.6,65,69,67.3571,1.1562,1515,1541,1527.7144,7.2573,13,14,13.3929,0.4884,10,15,11.9821,1.3561,0,1,0.2679,0.4428,200,200,200,0,3,10,6.0357,1.9636,1,2,1.7143,0.4518,0,0,0,0
4058529294,508444225,38,38,38,0,15,20,17.1111,1.7916,44,53,48.2222,4.0764,28,40,34.8889,4.909,18,19,18.2222,0.4157,12,33,17.3333,8.5765,59,64,61.5556,1.8922,1522,1539,1528.5555,6.2736,12,12,12,0,9,10,9.5556,0.4969,1,1,1,0,200,200,200,0,7,11,8.6667,1.4907,3,6,3.8889,0.8749,0,0,0,0
4058602686,507586747,36,38,37.3556,0.7041,6,8,6.8,0.6532,74,79,76.5556,1.2746,16,19,16.7333,0.7118,9,10,9.6889,0.4629,9,21,15.6667,3.3133,56,58,56.6444,0.523,1479,1548,1515.1779,18.4635,6,10,7.2222,0.9162,11,13,11.6444,0.5639,1,2,1.8889,0.3143,200,200,200,0,15,19,16.5111,1.0461,3,4,3.2,0.4,0,0,0,0
4058509672,509007636,38,39,38.7222,0.4479,21,25,23.1444,0.8105,30,37,33.1444,1.677,41,46,43.4444,1.4151,21,22,21.7222,0.4479,8,20,13.5556,3.6821,60,63,60.8,0.7916,1504,1541,1520.6888,12.8068,13,16,14.3444,0.8964,16,20,18.1,1.2387,1,1,1,0,200,200,200,0,12,26,19.1778,3.7106,0,4,1.6556,0.8454,0,0,0,0
4058468013,507069768,44,44,44,0,15,15,15,0,61,61,61,0,24,24,24,0,18,18,18,0,52,52,52,0,64,64,64,0,1341,1341,1341,0,21,21,21,0,7,7,7,0,1,1,1,0,200,200,200,0,10,10,10,0,8,8,8,0,0,0,0,0
4058505429,508971884,38,40,38.85,0.4297,18,23,19.7571,1.0615,32,39,35.6786,1.5778,41,47,44.5929,1.2978,20,21,20.6571,0.4747,6,13,8.4286,1.2372,58,65,62.9214,1.5769,1493,1543,1512.4786,11.0767,13,16,13.9286,0.6169,10,16,12.5357,1.085,1,1,1,0,200,200,200,0,1,17,8.1143,3.4165,2,5,3.7143,0.768,0,0,0,0
4058494565,509299667,37,38,37.3429,0.4747,11,13,12.3143,0.7472,65,72,68.9714,2.2359,16,22,18.6,1.4967,12,14,13.1143,0.7845,7,19,11.3143,3.7169,54,56,54.7143,0.6999,1519,1536,1526.1714,5.0567,8,11,9.4,0.6845,8,10,9.1143,0.5222,2,2,2,0,200,200,200,0,13,22,17.7714,3.4813,3,6,4.0857,0.9062,0,0,0,0
4058567366,506767541,39,39,39,0,4,6,5.6957,0.5465,83,88,84.5217,1.1747,8,11,9.6087,0.7064,8,9,8.2174,0.4125,24,37,29.3043,4.4957,53,55,53.7826,0.507,1445,1469,1460.9565,6.1748,8,11,9.3913,0.8717,10,11,10.5652,0.4957,2,2,2,0,200,200,200,0,20,25,22.8696,1.5124,5,7,6.5217,0.8272,0,0,0,0
4058528046,508428255,39,39,39,0,14,17,14.8235,0.8565,39,44,42.1176,1.8433,42,46,43.4706,1.194,19,20,19.5882,0.4922,7,45,13.0588,11.6895,62,64,63.4118,0.7715,1484,1508,1491,5.0875,15,15,15,0,13,14,13.8235,0.3812,1,1,1,0,200,200,200,0,8,11,9.8235,0.9843,1,2,1.4118,0.4922,0,0,0,0
4058568580,507326871,38,39,38.2941,0.4556,12,14,13.2353,0.5455,66,70,67.2941,1.1765,18,21,19.8235,1.0424,13,14,13.7059,0.4556,9,12,10.1176,1.4093,61,63,62.1765,0.7848,1498,1501,1499.7059,1.318,11,14,13.3529,1.0256,6,6,6,0,1,1,1,0,200,200,200,0,2,6,3.7647,1.5158,5,8,6.3529,1.1853,0,0,0,0
4058552437,506603813,37,38,37.2,0.4,8,10,9.1143,0.4642,70,74,72.4286,1.5727,17,20,18.0571,1.094,11,13,11.7714,0.7592,23,37,28.0571,3.3801,55,58,57.2,1.0637,1512,1545,1527.3429,10.3866,9,11,10.1429,0.8666,8,10,8.4857,0.6916,1,2,1.4286,0.4949,200,200,200,0,8,18,11.8857,3.429,5,8,6.1714,0.6963,0,0,0,0
4058488388,507684639,37,38,37.321,0.4669,7,11,8.679,0.9139,70,75,73.4815,1.2679,16,21,17.9259,1.1197,10,12,11.1358,0.6621,7,22,14.8765,4.0227,56,61,59.3827,1.2025,1505,1533,1516.9384,7.3558,9,11,10.0988,0.7304,6,8,6.7407,0.4655,1,1,1,0,200,200,200,0,0,5,1.4691,1.671,6,9,7.4198,0.8144,0,0,0,0
4058488024,507937479,37,38,37.8889,0.3143,13,14,13.6667,0.4714,58,63,60.4444,1.4229,24,28,26.4444,1.2571,13,15,14.7778,0.6285,5,7,5.8889,0.5666,68,70,69.5556,0.8315,1534,1553,1543,6.2893,9,13,11.6667,1.2472,6,7,6.8889,0.3143,0,0,0,0,200,200,200,0,1,2,1.6667,0.4714,2,4,3.1111,0.5666,0,0,0,0
4058504946,509118377,38,39,38.9565,0.2039,18,19,18.3478,0.4763,34,39,35.6957,1.6533,43,48,45.913,1.7173,21,21,21,0,10,17,12.8696,2.0915,58,61,60,0.9325,1502,1533,1514.3914,5.7084,15,17,15.5652,0.5768,15,17,15.6522,0.6984,1,1,1,0,200,200,200,0,6,16,10.4348,3.4367,1,5,3.2174,0.7197,0,0,0,0
4058551824,506438607,37,38,37.5,0.5,11,12,11.5,0.5,69,70,69.5,0.5,19,20,19.5,0.5,12,13,12.5,0.5,42,44,43,1,59,59,59,0,1511,1523,1517,6,10,11,10.5,0.5,9,10,9.5,0.5,1,1,1,0,200,200,200,0,1,4,2.5,1.5,5,5,5,0,0,0,0,0
4058511838,507470393,39,39,39,0,9,12,10.875,1.1659,73,77,74.75,1.5612,14,15,14.375,0.4841,11,12,11.75,0.433,10,12,11.125,0.7806,61,62,61.375,0.4841,1467,1479,1474.5,5.8095,13,15,14.125,0.7806,5,6,5.375,0.4841,1,1,1,0,200,200,200,0,4,6,4.875,0.7806,4,5,4.25,0.433,0,0,0,0
4058607842,507193312,40,40,40,0,13,14,13.5625,0.4961,60,64,62.125,1.4087,23,26,24.3125,1.1575,14,15,14.6875,0.4635,13,18,16,1.6202,60,62,60.6875,0.6818,1449,1461,1455.8125,4.8505,10,11,10.6875,0.4635,8,9,8.125,0.3307,1,1,1,0,200,200,200,0,4,6,4.5625,0.7043,5,6,5.3125,0.4635,0,0,0,0
4058633101,506292274,38,40,39.6296,0.6748,18,24,22.2963,2.1398,42,54,47.1481,3.7977,27,34,30.4444,2.183,17,21,19.5926,1.3405,25,46,38.7407,6.2515,66,68,66.8889,0.737,1483,1520,1494.4814,10.1776,12,18,15.3704,1.5432,9,12,10.963,0.9993,0,1,0.3333,0.4714,200,200,200,0,5,9,7.037,1.3189,3,7,5.1111,1.3426,0,0,0,0
4058591914,508315069,39,39,39,0,20,22,20.4444,0.6849,30,39,34.1481,2.1552,40,48,45.2963,2.0333,20,21,20.9259,0.2619,10,16,12.4074,1.7053,65,68,66.9259,1.0157,1507,1527,1513.1111,5.7948,13,16,15.0741,1.0861,11,13,11.7778,0.7857,0,1,0.5185,0.4997,200,200,200,0,1,5,2.8889,1.1331,1,3,2.037,0.6372,0,0,0,0
